cf,denominazione,url_trasparenza,categoria,raggiungibile,errore,disposizioni_generali,organizzazione,consulenti,personale,selezione_personale,bandi_contratti,sovvenzioni,bilanci,beni_immobili,controlli,pagamenti,accesso_civico,privacy,categorie_trovate,score
80012250041,AZIENDA CUNEESE DELL'ACQUA - SOCIETA'  PER AZIONI                SIGLABILE 'A.C.D.A. S.P.A.',https://www.acda.it/adempimenti-relativi-al-decreto-trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
08558150150,AUTOSTRADA PEDEMONTANA LOMBARDA SOCIETA' PER AZIONI,https://www.pedemontana.com/societa-trasparente,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,SI,5,38.5
06010490727,AZIENDA MOBILITA' E TRASPORTI BARI S.P.A. IN SIGLA 'AMTAB S.P.A.',https://www.amtab.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02979860273,AZIENDA MULTISERVIZI ECONOMICI SOCIALI S.P.A. - A.M.E.S. S.P.A.,https://amesvenezia.portaletrasparenza.net/it/trasparenza/selezione-del-personale/reclutamento-del-personale/bandi-e-avvisi-di-selezione-per-i-quali-e-possibile-presentare-domanda-di-partecipazione.html#overlay-context=node/130,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02737960233,AZIENDA MULTISERVIZI DI IGIENE AMBIENTALE DI VERONA S.P.A.       ABBREVIATA IN 'AMIA VERONA S.P.A.',http://trasparenza.amiavr.it/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
03818890109,AZIENDA MULTISERVIZI E D'IGIENE URBANA GENOVA S.P.A.-IN FORMA    ABBREVIATA A.M.I.U.GENOVA S.P.A.,https://trasparenza.amiu.genova.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,12,92.3
00505830315,AZIENDA PROVINCIALE TRASPORTI S.P.A.,https://www.aptgorizia.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1769593127,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01470000504,AUXILIUM VITAE  VOLTERRA - S.P.A.,https://www.auxiliumvitae.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,12,92.3
05487980723,AZIENDA MUNICIPALE IGIENE URBANA PUGLIA S.P.A.,https://amiupuglia.contrasparenza.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
96006460768,AZIENDA PER LA CURA E LA TUTELA DELL'AMBIENTE S.P.A.,https://actaspa.etrasparenza.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
06937950639,AZIENDA NAPOLETANA MOBILITA' S.P.A. IN SIGLA 'ANM S.P.A.',https://www.anm.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,1,7.7
02409320716,AZIENDA SERVIZI ECOLOGICI SPA SIGLABILE IN ASE SPA,https://www.asemanfredonia.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1756452059,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
03035810351,"AZIENDA REGGIANA PER LA CURA DELL'ACQUA S.R.L., ABBREVIABILE IN  'ARCA S.R.L.'",https://www.arcareggio.it/societa-trasparente.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01830160063,AZIENDA MULTIUTILITY ACQUA GAS S.P.A.,https://www.gruppoamag.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01534180763,AZIENDA SERVIZI TERRITORIO ENERGIA AMBIENTE MULTISERVIZI-SOCIETA'A RESPONSABILITA' LIMITATA PIU' BREVEMENTE IDENTIFICATA CON L'ACRONIMO DI       A.S.T.E.A. MULTISERVIZI - S.R.L. OVVERO ASTEA MULTISERVIZI S.R.L.,societ� trasparente,controllo_pubblico,False,unknown url type: '/societ%EF%BF%BD%20trasparente',,,,,,,,,,,,,,0,0
07494740637,AZIENDA SERVIZI IGIENE AMBIENTALE - NAPOLI S.P.A. IN FORMA ABBREVIATA A.S.I.A.-NAPOLI S.P.A.,https://asianapoli.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
82004950901,AZIENDA SERVIZI PUBBLICI OLBIA S.P.A. IN SIGLA A.S.P.O. S.P.A.,"{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""webpage"",""@id"":""https:\/\/www.aspo.it\/"",""url"":""https:\/\/www.aspo.it\/"",""name"":""aspo trasporto pubblico olbia"",""ispartof"":{""@id"":""https:\/\/www.aspo.it\/#website""},""about"":{""@id"":""https:\/\/www.aspo.it\/#organization""},""primaryimageofpage"":{""@id"":""https:\/\/www.aspo.it\/#primaryimage""},""image"":{""@id"":""https:\/\/www.aspo.it\/#primaryimage""},""thumbnailurl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""datepublished"":""2017-03-29t14:18:31+00:00"",""datemodified"":""2026-01-02t08:16:11+00:00"",""description"":""traporto pubblico olbia, servizi, parcheggi olbia, società trasparente, app aspo, viaggiare per olbia, mappa linee della città"",""breadcrumb"":{""@id"":""https:\/\/www.aspo.it\/#breadcrumb""},""inlanguage"":""it-it"",""potentialaction"":[{""@type"":""readaction"",""target"":[""https:\/\/www.aspo.it\/""]}]},{""@type"":""imageobject"",""inlanguage"":""it-it"",""@id"":""https:\/\/www.aspo.it\/#primaryimage"",""url"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""contenturl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""width"":227,""height"":222},{""@type"":""breadcrumblist"",""@id"":""https:\/\/www.aspo.it\/#breadcrumb"",""itemlistelement"":[{""@type"":""listitem"",""position"":1,""name"":""home""}]},{""@type"":""website"",""@id"":""https:\/\/www.aspo.it\/#website"",""url"":""https:\/\/www.aspo.it\/"",""name"":""aspo"",""description"":""azienda di trasporto pubblico locale a olbia"",""publisher"":{""@id"":""https:\/\/www.aspo.it\/#organization""},""potentialaction"":[{""@type"":""searchaction"",""target"":{""@type"":""entrypoint"",""urltemplate"":""https:\/\/www.aspo.it\/?s={search_term_string}""},""query-input"":{""@type"":""propertyvaluespecification"",""valuerequired"":true,""valuename"":""search_term_string""}}],""inlanguage"":""it-it""},{""@type"":""organization"",""@id"":""https:\/\/www.aspo.it\/#organization"",""name"":""aspo"",""url"":""https:\/\/www.aspo.it\/"",""logo"":{""@type"":""imageobject"",""inlanguage"":""it-it"",""@id"":""https:\/\/www.aspo.it\/#\/schema\/logo\/image\/"",""url"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2021\/04\/logo_aspo_.png"",""contenturl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2021\/04\/logo_aspo_.png"",""width"":150,""height"":150,""caption"":""aspo""},""image"":{""@id"":""https:\/\/www.aspo.it\/#\/schema\/logo\/image\/""}}]}",controllo_pubblico,False,"unknown url type: '/%7B%22@context%22:%22https:\\/\\/schema.org%22,%22@graph%22:",,,,,,,,,,,,,,0,0
90024440571,AZIENDA SERVIZI MUNICIPALI RIETI S.P.A. (IN FORMA ABBREVIATA ASM RIETI S.P.A.),https://www.asmrieti.it/index.php/azienda/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
06341981006,AZIENDA PER LA MOBILITA' DI ROMA CAPITALE SOCIETA' PER AZIONI,https://www.atac.roma.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
02381870985,AZIENDA SERVIZI FARMACEUTICI S.R.L. - A.S.F. S.R.L.,https://www.asfbrescia.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
05491170725,AZIENDA MUNICIPALE GAS S.P.A.,https://retegasbari.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
05396790726,AZIENDA SERVIZI MUNICIPALIZZATI S.R.L.,http://www.asmmolfetta.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00091920694,AUTOSERVIZI CERELLA S.R.L.,https://www.autoservizicerella.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02315031001,AZIENDA SERVIZI PUBBLICI S.P.A.,https://asp-spa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03573940834,AZIENDA TRASPORTI MESSINA S.P.A.,https://www.atmmessinaspa.it/trasparenza.php,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,4,30.8
01396160291,AZIENDA SERVIZI STRUMENTALI S.R.L.,https://www.as2srl.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
10565220158,AZIENDA SERVIZI MUNICIPALIZZATI S.R.L.,https://www.asmcodogno.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07319600016,BEINASCO SERVIZI S.R.L.,https://www.beinascoservizi.it/category/obblighi_di_trasparenza/,controllo_pubblico,True,,NO,NO,NO,NO,SI,SI,NO,NO,SI,NO,NO,SI,SI,5,38.5
07244131004,AZIENDA STRADE LAZIO - ASTRAL S.P.A,https://www.astralspa.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02671580542,AZIENDA SERVIZI SPOLETO S.R.L.,https://www.asespoleto.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01142420056,ASTI SERVIZI PUBBLICI S.P.A. O IN FORMA ABBREVIATA  A.S.P. S.P.A.,https://www.asp.asti.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
05577300725,BARLETTA SERVIZI AMBIENTALI S.P.A. ABBREVIATA 'BAR.S.A. S.P.A.',https://trasparenza.parsec326.it/en/web/bar.s.a-s.p.a./amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,NO,10,76.9
05064840969,AZIENDA TERRITORIALE ENERGIA E SERVIZI - A.T.E.S. S.R.L.,https://www.atesenergia.it/societa-trasparente/,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,3,23.1
00971870258,BIM GESTIONE SERVIZI PUBBLICI S.P.A.,https://www.sibspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01932570185,AZIENDA SERVIZI MORTARA S.P.A. IN FORMA ABBREVIATA A.S.MORTARA   S.P.A.,https://www.asmortara.eu/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01210690432,AZIENDA SPECIALIZZATA SETTORE MULTISERVIZI SPA,https://www.assm.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,NO,SI,SI,SI,NO,NO,SI,NO,NO,NO,SI,6,46.2
00110790821,AZIENDA SICILIANA TRASPORTI SPA A SOCIO UNICO,https://www.astsicilia.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02419480187,BRONI-STRADELLA PUBBLICA S.R.L.,https://www.bronistradellapubblica.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
06044201009,BORSA MERCI TELEMATICA ITALIANA S.C.P.A. (BMTI S.C.P.A.),https://bmti.entetrasparente.it/amministrazione_trasparente.php,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04532710631,C.I.R.A. (CENTRO ITALIANO RICERCHE AEROSPAZIALI) - S.C.P.A.,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
02776580025,BIELLA CASALE VERCELLI VALSESIA ACQUE SOCIETA' CONSORTILE        A RESPONSABILITA' LIMITATA SIGLABILE B.C.V. ACQUE S.C.A R.L.,https://bcvacque.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
13187590156,CAP HOLDING S.P.A.,https://www.gruppocap.it/it/il-gruppo/societa-trasparente/cap-holding,controllo_pubblico,True,,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,11,84.6
03379210986,BRESCIA INFRASTRUTTURE S.R.L.,https://www.bresciainfrastrutture.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
83002320154,BRIANZA ENERGIA AMBIENTE S.P.A. (B.E.A. S.P.A.),https://www.beabrianza.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
80017620230,CAMVO S.P.A.,https://camvo.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
06521981214,CAMPANIA BONIFICHE S.R.L.,http://www.campaniabonifiche.org/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
07057850633,CAPRI SERVIZI S.R.L.,https://www.trasparenzapa.it/ente/ammintrasparente.aspx?comune=cs,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
04764940658,BELLOSGUARDO SERVIZI S.R.L.,http://asmez.halley.it/c065015/zf/index.php/trasparenza/index/index/categoria/184,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01467410385,C.M.V. SERVIZI S.R.L.,https://cmvservizi.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01461610493,CASA LIVORNO E PROVINCIA - S.P.A.,https://casalp.portaleamministrazionetrasparente.it/archivio19_regolamenti_0_602.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
97050380795,CALABRIA FILM COMMISSION,https://trasparenza.calabriafilmcommission.it/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01280290386,C.A.D.F. S.P.A.,http://trasparenza.cadf.it,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03262370715,BITRIGAS S.R.L.,https://www.bitrigas.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02343920126,CASSANO MAGNAGO SERVIZI S.P.A.,https://www.cms-spa.it/societa-trasparente,controllo_pubblico,True,,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,NO,NO,SI,8,61.5
02897680803,CASTORE - SOCIETA' PER LA GESTIONE DEI SERVIZI PUBBLICI LOCALI   E STRUMENTALI DI REGGIO CALABRIA S.R.L.,https://castorespl.it/trasparenza/index.php,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,12,92.3
03502041217,CASORIA AMBIENTE S.P.A.,https://www.casoriambiente.it/trasparenza-arera-deliberazione-n-444-2019r-rif/,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,3,23.1
08930260016,CASA ATC SERVIZI S.R.L.,https://casaatcservizi.portaleamministrazionetrasparente.it/pagina705_consiglio-di-amministrazione.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
97924630151,CENTRO NAZIONALE PER LA MOBILITA'SOSTENIBILE FOND.DI PARTECIPAZIONE,https://www.centronazionalemost.it/./amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01563050432,CENTRO MARCHE ACQUE S.R.L.,https://www.centromarcheacque.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,12,92.3
01967020189,CBL DISTRIBUZIONE S.R.L.,http://www.cbldistribuzionesrl.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
09489220013,CENTRO ESTERO PER L'INTERNAZIONALIZZAZIONE S.C.P.A.              SIGLABILE CEIPIEMONTE S.C.P.A.,https://www.centroestero.org/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01948600224,CASSA DEL TRENTINO S.P.A.,http://www.cassadeltrentino.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
05264040485,CASA S.P.A.,https://casaspa.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
91449080372,"CENTRO NAZIONALE DI RICERCA IN HIGH-PERFORMANCE COMPUTING, BIG DATA AND QUANTUM COMPUTING",https://www.supercomputing-icsc.it/fondazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
05888670634,CENTRO AGRO-ALIMENTARE DI NAPOLI-SOCIETA' CONSORTILE PER AZIONI,https://www.caan.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02021620063,AZIENDA RIFIUTI ALESSANDRINA S.P.A. SIGLABILE OVE CONSENTITO IN  A.R.AL. S.P.A.,https://www.aralspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02166820510,CENTRIA S.R.L.,https://www.centria.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01685510198,CENTRO PADANE S.R.L.,https://www.centropadanesrl.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01983460922,"CENTRO DI RICERCA, SVILUPPO E STUDI SUPERIORI IN SARDEGNA SOCIETA' A RESPONSABILITA' LIMITATA ED IN FORMA ABBREVIATA CRS4 S.R.L.",https://www.crs4.it/it/trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01416720660,CENTRO TURISTICO GRAN SASSO S.P.A,https://www.pa33.it/trasparenza/ilgransasso,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07552810587,CENTRO STUDI DELLE CAMERE DI COMMERCIO GUGLIELMO TAGLIACARNE S.C.R.L.,https://tagliacarne.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03711250278,C.T. SERVIZI S.R.L.,https://www.ctservizi.eu/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
92054820094,C.I.R.A. S.R.L.,https://www.ciraservizioidrico.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01346480625,CENTRO REGIONALE INFORMATION E COMMUNICATION TECHNOLOGY - IN ACRONIMO CERICT S.C.R.L.,https://www.cerict.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00158530303,CAFC S.P.A.,https://www.cafcspa.com/amministrazione-trasparente/disposizioni-generali,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
00101350445,CIIP CICLI INTEGRATI IMPIANTI PRIMARI S.P.A.,https://ciip.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
01657120216,"CENTRO PENSIONI COMPLEMENTARI REGIONALI SOCIETA' PER AZIONI, IN BREVE 'PENSPLAN CENTRUM S.P.A.' O 'CENTRUM S.P.A.' % ZENTRUM FUER REGIONALE ZUSATZRENTEN AKTIENGESELLSCHAFT, ABGEKUERZT 'PENSPLAN CENTRUM AG' ODER 'CENTRUM AG'",https://www.pensplan.com/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
05460050726,AZIENDA SERVIZI IGIENE E PUBBLICA UTILITA' S.R.L.,https://www.asipu.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
08689441007,"CITTALIA - FONDAZIONE DELL'ANCI SULLE POLITICHE SOCIALI PER L'ACCOGLIENZA,L'INTEGRAZIONE E LA CITTADINANZA",http://cittalia.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03938490400,CESENATICO SERVIZI SRL,https://www.cesenaticoservizi.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01376600696,CIVETA S.R.L.,http://www.civeta.it/consorzio/amministrazione_trasparente_archivio_fino_al_30_giugno_2023,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,NO,SI,10,76.9
01743260695,CHIETI SOLIDALE S.R.L.,https://www.spa33.it/trasparenza/chietisolidale,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03372830988,COGEME ENERGIA S.R.L.,https://www.cogeme.net/gandovere-societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
03853631004,CENTRO AGRO-ALIMENTARE ROMA (C.A.R.) S.C.P.A.,https://www.agroalimroma.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,NO,SI,SI,10,76.9
00298360173,COGEME - SERVIZI PUBBLICI LOCALI S.P.A. IN BREVE COGEME S.P.A.,https://www.cogeme.net/gandovere-societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
05645680967,"CONCESSIONI AUTOSTRADALI LOMBARDE SOCIETA' PER AZIONI,           ANCHE NELLA FORMA 'CONCESSIONI AUTOSTRADALI LOMBARDE S.P.A.'                    O ANCHE 'CAL S.P.A.'",https://www.calspa.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,11,84.6
01569200437,CIVITA.S SOCIETA' A RESPONSABILITA' LIMITATA UNIPERSONALE,http://servizi.comune.civitanova.mc.it/civitas/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00451940043,"COMUNI DELL'ACQUEDOTTO LANGHE SUD OCCIDENTALI S.P.A.             SIGLABILE, OVE CONSENTITO, 'CALSO S.P.A.'",https://calso.org/azienda/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01004910384,CLARA S.P.A.,https://claraspa.trasparenza-valutazione-merito.it/web/trasparenza/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
03829590276,CONCESSIONI AUTOSTRADALI VENETE - CAV S.P.A.,https://www.cavspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00182790659,CONSAC GESTIONI IDRICHE S.P.A.,https://consac.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
04570621005,CONSAP CONCESSIONARIA SERVIZI ASSICURATIVI PUBBLICI S.P.A.,https://consap.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
08683840014,CENTRO INTERCOMUNALE DI IGIENE URBANA - S.P.A.  SIGLABILE  CIDIU S.P.A.,https://cidiu.it/cidiu/trasparenza,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,NO,SI,6,46.2
09917591001,COMUNICARE - ANCI COMUNICAZIONE ED EVENTI - S.R.L.,https://ancicomunicare.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02710760980,CIVITAS S.R.L.,https://www.civitas.valletrompia.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
93024180031,CONSER V.C.O. SPA,https://www.conservco.it/it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02296760974,CONSIAG SERVIZI COMUNI SRL,https://www.consiagservizicomuni.it/./etrasparenza/css/newlg/menu-popup.css,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01271960021,CO.R.D.A.R. VALSESIA S.P.A.,https://www.cordarvalsesia.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
97874100585,CONSORZIO INTERCOMUNALE DEI SEREVIZI E INTERVENTI SOCIALI VALLE DEL TEVERE,https://www.consorziovalledeltevere.it/trasparenza/bilancio-preventivo-e-consuntivo/,controllo_pubblico,True,,NO,SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,NO,SI,5,38.5
01321400192,CONSORZIO INFORMATICA TERRITORIO S.P.A,https://www.consorzioit.net/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01270510660,CONSORZIO ACQUEDOTTISTICO MARSICANO S.P.A.,https://www.cam-spa.com/./etrasparenza/css/newlg/menu-popup.css,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
04338251004,CONSORZIO PER L'INNOVAZIONE TECNOLOGICA - S.C.R.L. IN FORMA ABBREVIATA DINTEC - S.C.R.L.,https://www.dintec.it/sostenibilita/etica-e-trasparenza/,controllo_pubblico,True,,SI,SI,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,8,61.5
